Regione,Ricoverati con sintomi,Terapia intensiva,Isolamento domiciliare,Totale attualmente positivi,DIMESSI/GUARITI,DECEDUTI,CASI TOTALI - A,INCREMENTO CASI TOTALI (rispetto al giorno precedente),Casi identificatidal sospettodiagnostico,Casi identificatida attività discreening,CASI TOTALI - B,Totale casi testati,Totale tamponi effettuati,INCREMENTOTAMPONI,REPORT DATE
Friuli Venezia Giulia,15,1,344,360,3056,348,3764,16,3636,128,3764,152158,325275,1435,2020-08-30
PA Bolzano,8,2,180,190,2450,292,2932,8,2932,0,2932,72684,137117,973,2020-08-30
Sardegna,28,3,681,712,1268,134,2114,22,1563,551,2114,114114,134534,1134,2020-08-30
Umbria,10,1,251,262,1442,80,1784,31,1518,266,1784,95419,153666,1662,2020-08-30
Calabria,17,0,215,232,1148,97,1477,34,1159,318,1477,152885,154919,1379,2020-08-30
Valle d'Aosta,2,0,21,23,1063,146,1232,2,1108,124,1232,17533,24783,105,2020-08-30
Molise,3,0,67,70,432,23,525,1,502,23,525,32155,33383,306,2020-08-30
Basilicata,1,1,86,88,408,28,524,1,405,119,524,55211,56001,1,2020-08-30
Lombardia,185,18,6442,6645,76200,16860,99705,289,91476,8229,99705,957455,1574104,18701,2020-08-29
Piemonte,81,5,1297,1383,27256,4145,32784,90,24402,8382,32784,357323,582786,3752,2020-08-29
Emilia-Romagna,98,10,2661,2769,24468,4459,31696,149,29241,2455,31696,519748,884399,10087,2020-08-29
Veneto,54,6,2285,2345,18290,2120,22755,151,19956,2799,22755,604918,1540353,17451,2020-08-29
Toscana,44,5,1372,1421,9125,1141,11687,92,10650,1037,11687,348617,528647,6701,2020-08-29
Lazio,293,8,2581,2882,7127,878,10887,171,6643,4244,10887,455146,558605,13010,2020-08-29
Liguria,29,1,463,493,8790,1571,10854,47,8644,2210,10854,126071,234286,1936,2020-08-29
Marche,10,1,285,296,5940,987,7223,12,7223,0,7223,120551,202668,1791,2020-08-29
Campania,72,2,1697,1771,4396,445,6612,188,6098,514,6612,227878,406749,4359,2020-08-29
Puglia,112,5,631,748,4029,556,5333,65,1981,3352,5333,212037,300338,2753,2020-08-29
PA Trento,3,1,80,84,4595,405,5084,14,3441,1643,5084,82538,185428,1365,2020-08-29
Sicilia,70,10,1004,1084,2887,286,4257,29,3137,1120,4257,264227,343982,2872,2020-08-29
Friuli Venezia Giulia,15,0,333,348,3052,348,3748,20,3627,121,3748,151497,323840,5132,2020-08-29
Abruzzo,37,1,357,395,2872,472,3739,14,3309,430,3739,100339,154590,1457,2020-08-29
PA Bolzano,8,2,180,190,2442,292,2924,9,2924,0,2924,72200,136144,1427,2020-08-29
Sardegna,24,2,665,691,1267,134,2092,70,1560,532,2092,113122,133400,1796,2020-08-29
Umbria,11,1,226,238,1435,80,1753,12,1516,237,1753,94548,152004,2088,2020-08-29
Calabria,17,0,181,198,1148,97,1443,11,1159,284,1443,151506,153540,1530,2020-08-29
Valle d'Aosta,1,0,18,19,1065,146,1230,4,1108,122,1230,17463,24678,50,2020-08-29
Molise,3,0,66,69,432,23,524,2,502,22,524,31853,33077,158,2020-08-29
Basilicata,1,1,85,87,408,28,523,5,405,118,523,55210,56000,692,2020-08-29
Lombardia,172,17,6265,6454,76102,16860,99416,316,91355,8061,99416,943463,1555403,19721,2020-08-28
Piemonte,82,6,1258,1346,27203,4145,32694,91,24420,8274,32694,354777,579034,4219,2020-08-28
Emilia-Romagna,94,9,2518,2621,24467,4459,31547,164,29170,2377,31547,513131,874312,10080,2020-08-28
Veneto,50,6,2197,2253,18232,2119,22604,135,19941,2663,22604,598349,1522902,14915,2020-08-28
Toscana,47,4,1298,1349,9105,1141,11595,82,10625,970,11595,343913,521946,6067,2020-08-28
Liguria,28,0,441,469,8767,1571,10807,46,8644,2163,10807,125061,232350,2038,2020-08-28
Lazio,283,6,2427,2716,7122,878,10716,166,6611,4105,10716,444539,545595,14013,2020-08-28
Marche,8,1,282,291,5933,987,7211,17,7211,0,7211,119608,200877,1529,2020-08-28
Campania,121,5,1470,1596,4383,445,6424,183,5990,434,6424,224127,402390,5494,2020-08-28
Puglia,104,5,575,684,4028,556,5268,51,1964,3304,5268,209467,297585,3159,2020-08-28
PA Trento,6,1,67,74,4591,405,5070,16,3433,1637,5070,82117,184063,1390,2020-08-28
Sicilia,69,9,980,1058,2884,286,4228,54,3125,1103,4228,261940,341110,3236,2020-08-28
Friuli Venezia Giulia,13,0,334,347,3033,348,3728,19,3607,121,3728,149961,318708,2230,2020-08-28
Abruzzo,39,1,343,383,2870,472,3725,20,3300,425,3725,99372,153133,1410,2020-08-28
PA Bolzano,8,1,180,189,2434,292,2915,8,2915,0,2915,71480,134717,1281,2020-08-28
Sardegna,23,2,597,622,1266,134,2022,55,1555,467,2022,111549,131604,1552,2020-08-28
Umbria,12,0,217,229,1432,80,1741,22,1515,226,1741,93480,149916,2021,2020-08-28
Calabria,14,0,175,189,1146,97,1432,10,1159,273,1432,149976,152010,1538,2020-08-28
Valle d'Aosta,1,0,14,15,1065,146,1226,2,1106,120,1226,17429,24628,90,2020-08-28
Molise,3,0,64,67,432,23,522,1,502,20,522,31696,32919,469,2020-08-28
Basilicata,1,1,81,83,407,28,518,4,405,113,518,54518,55308,613,2020-08-28
Lombardia,173,14,6038,6225,76018,16857,99100,286,91221,7879,99100,929040,1535682,17964,2020-08-27
Piemonte,78,6,1197,1281,27178,4144,32603,88,24453,8150,32603,351842,574815,4902,2020-08-27
Emilia-Romagna,93,8,2366,2467,24460,4458,31385,171,29098,2287,31385,506243,864232,10322,2020-08-27
Veneto,58,5,2158,2221,18131,2117,22469,132,19921,2548,22469,593488,1507987,15577,2020-08-27
Toscana,43,5,1225,1273,9100,1140,11513,99,10608,905,11513,339644,515879,6154,2020-08-27
Liguria,26,0,432,458,8732,1571,10761,37,8664,2097,10761,123950,230312,2213,2020-08-27
Lazio,268,6,2281,2555,7118,877,10550,152,6576,3974,10550,431825,531582,10590,2020-08-27
Marche,8,0,275,283,5924,987,7194,61,7194,0,7194,118825,199348,2169,2020-08-27
Campania,108,4,1311,1423,4373,445,6241,130,5888,353,6241,219960,396896,3631,2020-08-27
Puglia,97,3,537,637,4024,556,5217,47,1957,3260,5217,207094,294426,3161,2020-08-27
PA Trento,4,1,56,61,4588,405,5054,15,3421,1633,5054,81734,182673,1351,2020-08-27
Sicilia,62,10,947,1019,2869,286,4174,50,3102,1072,4174,259530,337874,4072,2020-08-27
Friuli Venezia Giulia,13,0,322,335,3026,348,3709,25,3599,110,3709,149088,316478,3503,2020-08-27
Abruzzo,37,1,343,381,2852,472,3705,18,3283,422,3705,98466,151723,1574,2020-08-27
PA Bolzano,8,1,176,185,2430,292,2907,9,2907,0,2907,70742,133436,898,2020-08-27
Sardegna,24,2,542,568,1265,134,1967,57,1548,419,1967,110167,130052,1629,2020-08-27
Umbria,12,1,209,222,1417,80,1719,20,1514,205,1719,92218,147895,1466,2020-08-27
Calabria,14,0,165,179,1146,97,1422,6,1159,263,1422,148438,150472,1604,2020-08-27
Valle d'Aosta,0,0,13,13,1065,146,1224,1,1105,119,1224,17385,24538,100,2020-08-27
Molise,3,0,63,66,432,23,521,1,502,19,521,31234,32450,590,2020-08-27
Basilicata,2,0,78,80,406,28,514,6,403,111,514,53905,54695,554,2020-08-27
Lombardia,158,17,5794,5969,75988,16857,98814,269,91103,7711,98814,915651,1517718,16561,2020-08-26
Piemonte,83,6,1119,1208,27163,4144,32515,75,24518,7997,32515,348648,569913,5545,2020-08-26
Emilia-Romagna,92,6,2203,2301,24455,4458,31214,120,29022,2192,31214,501373,853910,10757,2020-08-26
Veneto,46,6,2106,2158,18063,2116,22337,147,19902,2435,22337,588214,1492410,16102,2020-08-26
Toscana,43,6,1142,1191,9083,1140,11414,161,10595,819,11414,335476,509725,6084,2020-08-26
Liguria,23,0,417,440,8713,1571,10724,41,8683,2041,10724,122720,228099,2343,2020-08-26
Lazio,263,6,2143,2412,7110,876,10398,162,6554,3844,10398,424488,520992,9008,2020-08-26
Marche,9,0,232,241,5905,987,7133,9,7133,0,7133,117791,197179,1385,2020-08-26
Campania,75,3,1217,1295,4373,443,6111,135,5812,299,6111,216836,393265,3026,2020-08-26
Puglia,94,4,499,597,4018,555,5170,51,1940,3230,5170,204620,291265,3510,2020-08-26
PA Trento,4,1,42,47,4587,405,5039,7,3414,1625,5039,81224,181322,1898,2020-08-26
Sicilia,59,10,911,980,2858,286,4124,33,3077,1047,4124,256456,333802,3353,2020-08-26
Abruzzo,34,1,331,366,2849,472,3687,26,3273,414,3687,97421,150149,1248,2020-08-26
Friuli Venezia Giulia,14,0,307,321,3015,348,3684,33,3583,101,3684,147690,312975,5509,2020-08-26
PA Bolzano,8,1,169,178,2428,292,2898,5,2898,0,2898,70275,132538,1431,2020-08-26
Sardegna,20,1,492,513,1265,134,1912,53,1537,375,1912,108703,128423,1608,2020-08-26
Umbria,11,1,200,212,1407,80,1699,20,1512,187,1699,91421,146429,1840,2020-08-26
Calabria,14,0,159,173,1146,97,1416,8,1159,257,1416,146834,148868,1224,2020-08-26
Valle d'Aosta,0,0,12,12,1065,146,1223,0,1104,119,1223,17328,24438,208,2020-08-26
Molise,3,0,62,65,432,23,520,9,501,19,520,30659,31860,350,2020-08-26
Basilicata,2,0,72,74,406,28,508,3,403,105,508,53350,54141,539,2020-08-26
Lombardia,158,15,5614,5787,75901,16857,98545,119,90963,7582,98545,903586,1501157,9879,2020-08-25
Piemonte,79,6,1057,1142,27155,4143,32440,57,24548,7892,32440,344929,564368,3545,2020-08-25
Emilia-Romagna,90,5,2094,2189,24447,4458,31094,65,28969,2125,31094,496062,843153,11052,2020-08-25
Veneto,46,5,2068,2119,17964,2107,22190,119,19873,2317,22190,581727,1476308,13156,2020-08-25
Toscana,41,5,993,1039,9075,1139,11253,34,10574,679,11253,331202,503641,3874,2020-08-25
Liguria,24,0,389,413,8699,1571,10683,12,8662,2021,10683,121487,225756,1562,2020-08-25
Lazio,281,6,1997,2284,7077,875,10236,143,6530,3706,10236,417490,511984,9336,2020-08-25
Marche,14,0,234,248,5889,987,7124,11,7124,0,7124,117078,195794,1364,2020-08-25
Campania,76,3,1085,1164,4370,442,5976,138,5733,243,5976,214193,390239,3620,2020-08-25
Puglia,88,4,456,548,4016,555,5119,49,1921,3198,5119,202052,287755,3272,2020-08-25
PA Trento,4,1,42,47,4580,405,5032,3,3411,1621,5032,80672,179424,530,2020-08-25
Sicilia,53,10,884,947,2858,286,4091,24,3070,1021,4091,253585,330449,2634,2020-08-25
Abruzzo,33,1,308,342,2848,472,3662,10,3256,406,3662,96605,148901,752,2020-08-25
Friuli Venezia Giulia,13,2,283,298,3005,348,3651,9,3561,90,3651,145371,307466,1408,2020-08-25
PA Bolzano,8,1,168,177,2424,292,2893,9,2893,0,2893,69465,131107,590,2020-08-25
Sardegna,19,0,444,463,1262,134,1859,34,1533,326,1859,107288,126815,1584,2020-08-25
Umbria,12,1,182,195,1404,80,1679,29,1505,174,1679,90382,144589,2010,2020-08-25
Calabria,14,1,155,170,1141,97,1408,8,1159,249,1408,145610,147644,1458,2020-08-25
Valle d'Aosta,1,0,12,13,1064,146,1223,2,1104,119,1223,17211,24230,107,2020-08-25
Molise,2,0,54,56,432,23,511,0,500,11,511,30317,31510,106,2020-08-25
Basilicata,2,0,71,73,404,28,505,3,403,102,505,52812,53602,502,2020-08-25
Lombardia,153,15,5696,5864,75705,16857,98426,110,91020,7406,98426,896473,1491278,7722,2020-08-24
Piemonte,83,5,1007,1095,27145,4143,32383,40,24557,7826,32383,342897,560823,1904,2020-08-24
Emilia-Romagna,82,8,2049,2139,24434,4458,31031,116,28939,2092,31031,491660,832101,5019,2020-08-24
Veneto,43,4,2001,2048,17919,2104,22071,116,19852,2219,22071,575140,1463152,9468,2020-08-24
Toscana,39,5,971,1015,9065,1139,11219,44,10560,659,11219,328743,499767,3059,2020-08-24
Liguria,22,0,379,401,8699,1571,10671,26,8670,2001,10671,120593,224194,1039,2020-08-24
Lazio,299,6,1846,2151,7067,875,10093,146,6509,3584,10093,409290,502648,6000,2020-08-24
Marche,13,0,230,243,5883,987,7113,3,7113,0,7113,116228,194430,714,2020-08-24
Campania,72,2,967,1041,4356,441,5838,116,5636,202,5838,211095,386619,3132,2020-08-24
Puglia,81,4,420,505,4010,555,5070,45,1913,3157,5070,199575,284483,1068,2020-08-24
PA Trento,3,1,40,44,4580,405,5029,1,3409,1620,5029,80388,178894,147,2020-08-24
Sicilia,54,9,884,947,2834,286,4067,65,3063,1004,4067,251757,327815,1468,2020-08-24
Abruzzo,34,1,301,336,2844,472,3652,4,3251,401,3652,96085,148149,186,2020-08-24
Friuli Venezia Giulia,11,2,278,291,3003,348,3642,2,3554,88,3642,145196,306058,901,2020-08-24
PA Bolzano,8,1,163,172,2420,292,2884,15,2884,0,2884,69119,130517,609,2020-08-24
Sardegna,18,0,411,429,1262,134,1825,91,1531,294,1825,105849,125231,1094,2020-08-24
Umbria,12,1,157,170,1400,80,1650,11,1503,147,1650,89426,142579,632,2020-08-24
Calabria,13,1,153,167,1136,97,1400,2,1159,241,1400,144148,146186,1274,2020-08-24
Valle d'Aosta,1,0,10,11,1064,146,1221,0,1103,118,1221,17141,24123,41,2020-08-24
Molise,2,0,54,56,432,23,511,0,500,11,511,30213,31404,159,2020-08-24
Basilicata,2,0,68,70,404,28,502,0,402,100,502,52310,53100,278,2020-08-24
Lombardia,148,14,5620,5782,75678,16856,98316,239,90944,7372,98316,890586,1483556,13663,2020-08-23
Piemonte,78,5,978,1061,27139,4143,32343,42,24571,7772,32343,341447,558919,3325,2020-08-23
Emilia-Romagna,77,8,1949,2034,24425,4456,30915,127,28880,2035,30915,488330,827082,6430,2020-08-23
Veneto,43,4,1942,1989,17862,2104,21955,145,19837,2118,21955,569875,1453684,10592,2020-08-23
Toscana,35,7,938,980,9056,1139,11175,59,10537,638,11175,326623,496708,4129,2020-08-23
Liguria,18,1,379,398,8676,1571,10645,28,8670,1975,10645,119961,223155,1537,2020-08-23
Lazio,286,6,1735,2027,7046,874,9947,184,6468,3479,9947,404727,496648,8374,2020-08-23
Marche,12,1,232,245,5878,987,7110,5,7110,0,7110,115806,193716,1617,2020-08-23
Campania,61,2,862,925,4356,441,5722,138,5574,148,5722,208401,383487,4135,2020-08-23
PA Trento,3,1,39,43,4580,405,5028,3,3408,1620,5028,80296,178747,1062,2020-08-23
Puglia,68,4,395,467,4003,555,5025,33,1902,3123,5025,198019,283415,1591,2020-08-23
Sicilia,50,10,843,903,2813,286,4002,35,3060,942,4002,250646,326347,2146,2020-08-23
Abruzzo,31,1,300,332,2844,472,3648,21,3250,398,3648,95928,147963,1384,2020-08-23
Friuli Venezia Giulia,10,2,279,291,3001,348,3640,24,3552,88,3640,144651,305157,2565,2020-08-23
PA Bolzano,8,1,148,157,2420,292,2869,13,2869,0,2869,68769,129908,1055,2020-08-23
Sardegna,18,0,320,338,1262,134,1734,81,1515,219,1734,104930,124137,1081,2020-08-23
